X,Y,Z,Amp,Tof
-0.83,-0.15,0,27.7841,26.256
-0.84,-0.15,0,27.8329,26.432
-0.85,-0.15,0,27.3812,26.592
-0.86,-0.15,0,27.7963,26.784
-0.87,-0.15,0,27.6742,26.96
-0.88,-0.15,0,27.0211,27.12
-0.89,-0.15,0,28.3212,27.296
-0.9,-0.15,0,27.6437,27.44
-0.91,-0.15,0,27.7474,27.632
-0.92,-0.15,0,27.4728,27.776
-0.93,-0.15,0,27.076,27.952
-0.94,-0.15,0,27.3873,28.144
-0.95,-0.15,0,27.4545,28.336
-0.96,-0.15,0,27.1126,28.496
-0.97,-0.15,0,28.1686,28.656
-0.98,-0.15,0,27.6376,28.832
-0.99,-0.15,0,27.1249,28.992
-1,-0.15,0,27.8085,29.152
-1,-0.14,0,30.3781,29.104
-0.99,-0.14,0,31.135,29.008
-0.98,-0.14,0,30.6467,28.736
-0.97,-0.14,0,30.8176,28.608
-0.96,-0.14,0,31.0617,28.416
-0.95,-0.14,0,31.3242,28.208
-0.94,-0.14,0,31.0129,28.048
-0.93,-0.14,0,30.1096,27.872
-0.92,-0.14,0,31.2815,27.712
-0.91,-0.14,0,30.4941,27.52
-0.9,-0.14,0,30.9091,27.344
-0.89,-0.14,0,30.9458,27.168
-0.88,-0.14,0,31.782,26.992
-0.87,-0.14,0,30.7932,26.832
-0.86,-0.14,0,31.4707,26.64
-0.85,-0.14,0,30.6955,26.48
-0.84,-0.14,0,30.134,26.304
-0.83,-0.14,0,30.311,26.128
-0.82,-0.14,0,30.9275,25.984
-0.81,-0.14,0,30.2683,25.792
-0.8,-0.14,0,30.9214,25.648
-0.79,-0.14,0,30.8725,25.488
-0.78,-0.14,0,30.7688,25.296
-0.77,-0.14,0,29.8349,25.12
-0.76,-0.14,0,30.3842,24.96
-0.75,-0.14,0,30.8664,24.864
-0.74,-0.14,0,30.4209,24.656
-0.73,-0.14,0,30.9763,24.48
-0.72,-0.14,0,30.5673,24.272
-0.71,-0.14,0,31.2449,24.112
-0.7,-0.14,0,31.4951,23.92
-0.69,-0.14,0,31.251,23.76
-0.68,-0.14,0,30.3842,23.584
-0.67,-0.14,0,31.605,23.408
-0.66,-0.14,0,31.8857,23.232
-0.65,-0.14,0,30.1157,23.136
-0.64,-0.14,0,30.7321,22.912
-0.63,-0.14,0,31.6355,22.72
-0.62,-0.14,0,31.6111,22.624
-0.61,-0.14,0,31.5439,22.432
-0.6,-0.14,0,31.6965,22.224
-0.59,-0.14,0,31.3547,22.048
-0.58,-0.14,0,32.6914,21.872
-0.57,-0.14,0,31.4585,21.696
-0.56,-0.14,0,31.3547,21.52
-0.55,-0.14,0,31.5744,21.344
-0.54,-0.14,0,32.1665,21.168
-0.53,-0.14,0,31.605,20.992
-0.52,-0.14,0,31.7454,20.832
-0.51,-0.14,0,31.5378,20.672
-0.5,-0.14,0,31.4829,20.512
-0.49,-0.14,0,31.3852,20.336
-0.48,-0.14,0,31.666,20.16
-0.47,-0.14,0,31.2815,20.048
-0.46,-0.14,0,32.4046,19.84
-0.45,-0.14,0,31.1533,19.648
-0.44,-0.14,0,32.3313,19.472
-0.43,-0.14,0,31.8369,19.296
-0.42,-0.14,0,32.96,19.12
-0.41,-0.14,0,31.6355,18.96
-0.4,-0.14,0,30.9702,18.832
-0.39,-0.14,0,31.2204,18.624
-0.38,-0.14,0,31.55,18.464
